SRNO,REGIONAL CENTRE,AI-CODE AND NAME,TOTAL STUDENTS UPLOADED TMA,TOTAL TMA UPLOADED,TOTAL ALLOCATED SUBJECTS,TOTAL UN-ALLOCATED SUBJECTS,TOTAL EVALUATED SUBJECTS,TOTAL ALLOCATED UN-EVALUATED SUBJECTS,PRE-ALLOCATED,PRE-EVALUATED
546,106-KOCHI,090007-Anjali Hindi College,41,189,189,0,118,71,100,62.43
547,109-JAIPUR,170424-Choudhary Bal Sr. Sec. School,46,187,187,0,186,1,100,99.47
548,107-DELHI,270524-Srilal Convent Sr. Secondary School,40,186,186,0,186,0,100,100
549,113-BHOPAL,M10274-Madarsa Nascent Diniyat,29,184,184,0,184,0,100,100
550,107-DELHI,050601-Doon Bharti Public Sr. sec School,37,184,19,165,0,19,10.33,0
551,118-GANDHINAGAR,040089-Taxshila Vidyalaya,36,183,183,0,183,0,100,100
552,104-GUWAHATI,020036-Kendriya Vidyalaya,40,183,182,1,123,59,99.45,67.21
553,105-CHANDIGARH,050226-Gyan Deep Sr.Sec School,39,182,182,0,25,157,100,13.74
554,104-GUWAHATI,130024-Montfort Hr.secondary School,40,182,182,0,117,65,100,64.29
555,107-DELHI,270526-S.D Hari Mandir Girls Sr. Sec. School,40,182,182,0,182,0,100,100
556,107-DELHI,"270399-Decent Public School, Rohini",41,181,0,181,0,0,0,0
557,104-GUWAHATI,020015-Sree Narasinghasthan High School,36,180,180,0,102,78,100,56.67
558,103-KOLKATA,220025-St. Mary Gorretti Girls' High School,40,179,0,179,0,0,0,0
